ID,CaseNumber,Date,Block,IUCR,PrimaryType,Description,Location Description,Arrest,Domestic,Beat,District,Ward,CommunityArea,FBICode,X Coordinate,Y Coordinate,Year,UpdatedOn,Latitude,Longitude,Location
10802335,JA101452,01/02/2017 12:10:00 PM,071XX S ROCKWELL ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL,False,False,832,8.0,18.0,66.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802337,JA101450,01/02/2017 10:38:00 AM,094XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2221,22.0,21.0,73.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802342,JA101523,01/02/2017 01:00:00 AM,070XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,731,7.0,6.0,69.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802343,JA101505,01/02/2017 12:30:00 AM,126XX S PRINCETON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,523,5.0,9.0,53.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802344,JA101517,01/02/2017 12:45:00 PM,070XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,False,False,322,3.0,6.0,69.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802347,JA101509,01/02/2017 12:40:00 PM,052XX W LAKE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1523,15.0,28.0,25.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802350,JA101491,01/02/2017 11:40:00 AM,009XX N RIDGEWAY AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1112,11.0,27.0,23.0,18,,,2017,01/09/2017 03:46:53 PM,,,
10802354,JA101344,01/02/2017 10:15:00 AM,068XX S MARSHFIELD AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,725,7.0,17.0,67.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802355,JA101525,01/02/2017 01:00:00 AM,061XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,False,False,714,7.0,15.0,67.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802357,JA101472,01/02/2017 09:00:00 AM,072XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,733,7.0,17.0,68.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802358,JA101496,01/02/2017 12:03:00 PM,017XX W HOWARD ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,PARKING LOT/GARAGE(NON.RESID.),True,False,2422,24.0,49.0,1.0,24,,,2017,01/09/2017 03:46:53 PM,,,
10802360,JA101534,01/02/2017 12:24:00 PM,065XX S OAKLEY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,832,8.0,15.0,66.0,18,,,2017,01/09/2017 03:46:53 PM,,,
10802362,JA101365,01/02/2017 10:30:00 AM,028XX W CHASE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False,2411,24.0,50.0,2.0,07,,,2017,01/09/2017 03:46:53 PM,,,
10802365,JA101414,01/02/2017 11:10:00 AM,088XX S MUSKEGON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,423,4.0,10.0,46.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802370,JA101512,01/02/2017 12:00:00 PM,009XX W 63RD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,723,7.0,16.0,68.0,11,,,2017,01/09/2017 03:46:53 PM,,,
10802372,JA101495,01/02/2017 11:20:00 AM,014XX N SEDGWICK ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,True,False,1821,18.0,27.0,8.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802380,JA101362,01/02/2017 09:16:00 AM,069XX N WESTERN AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,PARKING LOT/GARAGE(NON.RESID.),True,False,2411,24.0,50.0,2.0,24,,,2017,01/09/2017 03:46:53 PM,,,
10802381,JA101545,01/02/2017 12:00:00 PM,033XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1921,19.0,47.0,5.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802384,JA101451,01/02/2017 01:30:00 AM,064XX W 64TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,812,8.0,23.0,64.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802387,JA101551,01/02/2017 12:10:00 PM,007XX W 103RD ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2232,22.0,34.0,49.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802391,JA101583,01/02/2017 01:30:00 PM,008XX N LONG AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,False,True,1524,15.0,37.0,25.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802392,JA101555,01/02/2017 01:10:00 PM,029XX N ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1411,14.0,1.0,21.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802393,JA101484,01/02/2017 12:12:00 PM,024XX S WESTERN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,1034,10.0,25.0,31.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802399,JA101536,01/02/2017 12:00:00 AM,037XX N HALSTED ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1923,19.0,46.0,6.0,05,,,2017,01/09/2017 03:46:53 PM,,,
10802403,JA101597,01/02/2017 10:30:00 AM,028XX W OGDEN AVE,0810,THEFT,OVER $500,STREET,False,False,1022,10.0,24.0,29.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802404,JA101473,01/02/2017 12:03:00 PM,005XX W 117TH ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,True,False,524,5.0,34.0,53.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802405,JA101541,01/02/2017 12:00:00 PM,024XX W 103RD ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,2211,22.0,19.0,72.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802408,JA101586,01/02/2017 12:15:00 PM,011XX E 78TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,411,4.0,8.0,69.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802410,JA101504,01/02/2017 01:30:00 AM,032XX S ASHLAND AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,912,9.0,11.0,59.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802414,JA101578,01/02/2017 01:41:00 PM,007XX N LONG AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,1524,15.0,37.0,25.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802419,JA101530,01/02/2017 11:58:00 AM,039XX W JACKSON BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,1122,11.0,28.0,26.0,15,,,2017,01/09/2017 03:46:53 PM,,,
10802422,JA101493,01/02/2017 05:00:00 AM,033XX W LE MOYNE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1422,14.0,26.0,23.0,07,,,2017,01/09/2017 03:46:53 PM,,,
10802437,JA101539,01/02/2017 01:06:00 PM,027XX W FLOURNOY ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,False,False,1135,11.0,2.0,27.0,11,,,2017,01/09/2017 03:46:53 PM,,,
10802438,JA101640,01/02/2017 11:40:00 AM,048XX S ELIZABETH ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,933,9.0,20.0,61.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802447,JA101619,01/02/2017 01:30:00 PM,082XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,631,6.0,8.0,44.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802449,JA101559,01/02/2017 05:10:00 AM,004XX W MELROSE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,1925,19.0,44.0,6.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802450,JA101646,01/02/2017 01:00:00 AM,084XX S SANGAMON ST,0820,THEFT,$500 AND UNDER,STREET,False,False,613,6.0,21.0,71.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802455,JA101439,01/02/2017 11:30:00 AM,010XX W BELMONT AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,1933,19.0,44.0,6.0,08A,,,2017,01/09/2017 03:46:53 PM,,,
10802457,JA101676,01/02/2017 11:00:00 AM,051XX W GLADYS AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1533,15.0,28.0,25.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802460,JA101620,01/02/2017 11:30:00 AM,021XX N RACINE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1811,18.0,32.0,7.0,05,,,2017,01/09/2017 03:46:53 PM,,,
10802463,JA101514,01/02/2017 12:40:00 PM,047XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,True,False,223,2.0,4.0,38.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802466,JA101695,01/02/2017 02:00:00 PM,016XX N PULASKI RD,0865,THEFT,DELIVERY CONTAINER THEFT,PARKING LOT/GARAGE(NON.RESID.),False,False,2535,25.0,30.0,23.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802468,JA101594,01/02/2017 12:25:00 PM,012XX N CICERO AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,True,False,2533,25.0,37.0,25.0,11,,,2017,01/09/2017 03:46:53 PM,,,
10802472,JA101710,01/02/2017 08:00:00 AM,076XX S CICERO AVE,0820,THEFT,$500 AND UNDER,CTA BUS,False,False,833,8.0,13.0,65.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802473,JA101694,01/02/2017 03:10:00 PM,055XX W RICE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1524,15.0,37.0,25.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802476,JA101521,01/02/2017 12:37:00 PM,067XX S EBERHART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,321,3.0,20.0,42.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802478,JA101465,01/02/2017 11:45:00 AM,014XX E 62ND PL,031A,ROBBERY,ARMED: HANDGUN,VACANT LOT/LAND,False,False,314,3.0,20.0,42.0,03,,,2017,01/09/2017 03:46:53 PM,,,
10802479,JA101716,01/02/2017 03:20:00 PM,016XX W 95TH ST,0560,ASSAULT,SIMPLE,DRUG STORE,False,False,2213,22.0,21.0,73.0,08A,,,2017,01/09/2017 03:46:53 PM,,,
10802482,JA101675,01/02/2017 12:58:00 PM,110XX S VERNON AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,513,5.0,9.0,49.0,24,,,2017,01/09/2017 03:46:53 PM,,,
10802483,JA101668,01/02/2017 03:01:00 PM,052XX N CALIFORNIA AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,True,False,2011,20.0,40.0,4.0,11,,,2017,01/09/2017 03:46:53 PM,,,
10802487,JA101701,01/02/2017 02:30:00 PM,014XX W RASCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2013,20.0,48.0,77.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802489,JA101672,01/02/2017 01:40:00 PM,026XX E 79TH ST,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),True,False,421,4.0,7.0,43.0,08A,,,2017,01/09/2017 03:46:53 PM,,,
10802494,JA101715,01/02/2017 02:00:00 PM,001XX E SUPERIOR ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1834,18.0,42.0,8.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802496,JA101745,01/02/2017 02:00:00 PM,001XX E SUPERIOR ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,1833,18.0,42.0,8.0,11,,,2017,01/09/2017 03:46:53 PM,,,
10802500,JA101685,01/02/2017 03:00:00 PM,083XX S STEWART AVE,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,True,False,622,6.0,21.0,44.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802503,JA101535,01/02/2017 12:15:00 PM,005XX S PULASKI RD,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,False,False,1132,11.0,24.0,26.0,03,,,2017,01/09/2017 03:46:53 PM,,,
10802504,JA101669,01/02/2017 03:05:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,112,1.0,42.0,32.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802505,JA101690,01/02/2017 11:30:00 AM,103XX S EBERHART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,512,5.0,9.0,49.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802506,JA101649,01/02/2017 02:20:00 PM,049XX S COTTAGE GROVE AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,NURSING HOME/RETIREMENT HOME,False,False,223,2.0,4.0,39.0,08A,,,2017,01/09/2017 03:46:53 PM,,,
10802508,JA101699,01/02/2017 02:11:00 PM,076XX S PAULINA ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,True,False,611,6.0,17.0,71.0,18,,,2017,01/09/2017 03:46:53 PM,,,
10802509,JA101758,01/02/2017 05:00:00 AM,001XX N JEFFERSON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,121,1.0,42.0,28.0,07,,,2017,01/09/2017 03:46:53 PM,,,
10802511,JA101780,01/02/2017 04:20:00 PM,056XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1513,15.0,29.0,25.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802512,JA101789,01/02/2017 04:15:00 PM,007XX N WELLS ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GAS STATION,False,False,1831,18.0,42.0,8.0,10,,,2017,01/09/2017 03:46:53 PM,,,
10802516,JA101754,01/02/2017 03:50:00 PM,083XX S STEWART AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,622,6.0,21.0,44.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802517,JA101751,01/02/2017 03:13:00 PM,006XX W 63RD ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,True,False,711,7.0,16.0,68.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802522,JA101624,01/02/2017 01:30:00 PM,0000X S OAKLEY BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,1223,12.0,2.0,28.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802526,JA101653,01/02/2017 02:44:00 PM,014XX N CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,2533,25.0,37.0,25.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802527,JA101713,01/02/2017 03:25:00 PM,011XX W 51ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,933,9.0,16.0,61.0,03,,,2017,01/09/2017 03:46:53 PM,,,
10802529,JA101703,01/02/2017 02:00:00 PM,024XX N NEWLAND AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,2512,25.0,36.0,18.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802530,JA101832,01/02/2017 04:50:00 PM,016XX N CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,False,False,2533,25.0,37.0,25.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802532,JA101662,01/02/2017 02:26:00 PM,033XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1124,11.0,28.0,27.0,18,,,2017,01/09/2017 03:46:53 PM,,,
10802533,JA101771,01/02/2017 08:00:00 AM,067XX S CHAPPEL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,331,3.0,5.0,43.0,05,,,2017,01/09/2017 03:46:53 PM,,,
10802537,JA101645,01/02/2017 01:34:00 PM,076XX S EMERALD AVE,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,ALLEY,False,False,621,6.0,17.0,71.0,15,,,2017,01/09/2017 03:46:53 PM,,,
10802539,JA101854,01/02/2017 03:00:00 PM,034XX S COTTAGE GROVE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,False,False,211,2.0,4.0,35.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802543,JA101747,01/02/2017 12:00:00 PM,012XX W 119TH ST,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,524,5.0,34.0,53.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802548,JA101793,01/02/2017 04:15:00 PM,007XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,False,1524,15.0,37.0,25.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802553,JA101794,01/02/2017 02:30:00 AM,044XX N CENTRAL PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),False,False,1723,17.0,33.0,14.0,07,,,2017,01/09/2017 03:46:53 PM,,,
10802556,JA101613,01/02/2017 01:35:00 PM,018XX N SPAULDING AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,False,False,1422,14.0,26.0,22.0,15,,,2017,01/09/2017 03:46:53 PM,,,
10802557,JA101298,01/02/2017 09:14:00 AM,025XX N LOWELL AVE,0550,ASSAULT,AGGRAVATED PO: HANDGUN,STREET,False,False,2524,25.0,31.0,20.0,04A,,,2017,01/09/2017 03:46:53 PM,,,
10802562,JA101890,01/02/2017 04:09:00 PM,041XX W 83RD ST,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,RESIDENCE,False,False,834,8.0,13.0,70.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802563,JA101391,01/02/2017 09:40:00 AM,099XX S WENTWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,511,5.0,9.0,49.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802567,JA101905,01/02/2017 12:25:00 PM,100XX S TORRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),False,False,431,4.0,7.0,51.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802569,JA101847,01/02/2017 11:24:00 AM,0000X E GRAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1834,18.0,42.0,8.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802570,JA101910,01/02/2017 05:00:00 AM,026XX S PRINCETON AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,914,9.0,11.0,34.0,05,,,2017,01/09/2017 03:46:53 PM,,,
10802572,JA101879,01/02/2017 05:35:00 PM,011XX W GRAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,1214,12.0,27.0,24.0,07,,,2017,01/09/2017 03:46:53 PM,,,
10802573,JA101909,01/02/2017 05:45:00 PM,050XX S ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,933,9.0,16.0,61.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802576,JA101812,01/02/2017 04:00:00 PM,013XX N WALLER AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,2531,25.0,29.0,25.0,03,,,2017,01/09/2017 03:46:53 PM,,,
10802577,JA101744,01/02/2017 03:50:00 PM,051XX W HIRSCH ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,2533,25.0,37.0,25.0,04B,,,2017,01/09/2017 03:46:53 PM,,,
10802583,JA101848,01/02/2017 12:00:00 PM,071XX S HARVARD AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,731,7.0,6.0,69.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802584,JA101923,01/02/2017 05:20:00 PM,006XX N WELLS ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,1832,18.0,42.0,8.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802589,JA101868,01/02/2017 05:25:00 PM,002XX W MADISON ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,True,False,122,1.0,2.0,32.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802590,JA101915,01/02/2017 04:30:00 PM,032XX W MADISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,1123,11.0,28.0,27.0,03,,,2017,01/09/2017 03:46:53 PM,,,
10802600,JA101761,01/02/2017 03:45:00 PM,004XX S PULASKI RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,1132,11.0,24.0,26.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802602,JA101872,01/02/2017 04:44:00 PM,074XX S LANGLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,True,323,3.0,6.0,69.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802603,JA101884,01/02/2017 05:20:00 PM,050XX S KILPATRICK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,815,8.0,23.0,56.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802604,JA101858,01/02/2017 02:50:00 PM,048XX W ERIE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1532,15.0,28.0,25.0,07,,,2017,01/09/2017 03:46:53 PM,,,
10802606,JA101809,01/02/2017 04:15:00 PM,058XX S ARCHER AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,814,8.0,23.0,56.0,08A,,,2017,01/09/2017 03:46:53 PM,,,
10802607,JA101932,01/02/2017 06:00:00 PM,041XX W 31ST ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1031,10.0,22.0,30.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802609,JA101918,01/02/2017 05:38:00 PM,001XX N KEELER AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,True,False,1114,11.0,28.0,26.0,18,,,2017,01/09/2017 03:46:53 PM,,,
10802611,JA101921,01/02/2017 05:45:00 PM,0000X E ADAMS ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,113,1.0,42.0,32.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802612,JA101954,01/02/2017 06:00:00 PM,029XX N RACINE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1933,19.0,44.0,6.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802613,JA101937,01/02/2017 04:42:00 PM,008XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,False,False,1833,18.0,42.0,8.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802614,JA101763,01/02/2017 12:00:00 PM,010XX N WESTERN AVE,0810,THEFT,OVER $500,STREET,False,False,1212,12.0,1.0,24.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802619,JA101776,01/02/2017 04:18:00 PM,073XX S YALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,731,7.0,17.0,69.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802620,JA101733,01/02/2017 02:00:00 PM,002XX S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,False,113,1.0,42.0,32.0,11,,,2017,01/09/2017 03:46:53 PM,,,
10802621,JA101808,01/02/2017 04:36:00 PM,037XX W 13TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,1011,10.0,24.0,29.0,04B,,,2017,01/09/2017 03:46:53 PM,,,
10802622,JA101618,01/02/2017 02:00:00 PM,025XX S TROY ST,0560,ASSAULT,SIMPLE,STREET,False,False,1033,10.0,12.0,30.0,08A,,,2017,01/09/2017 03:46:53 PM,,,
10802623,JA101845,01/02/2017 03:45:00 PM,071XX S ARTESIAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,832,8.0,18.0,66.0,05,,,2017,01/09/2017 03:46:53 PM,,,
10802626,JA101829,01/02/2017 12:01:00 AM,019XX S HOMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1024,10.0,24.0,29.0,14,,,2017,01/09/2017 03:46:53 PM,,,
10802628,JA101717,01/02/2017 03:00:00 PM,014XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1021,10.0,24.0,29.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802630,JA101767,01/02/2017 04:13:00 PM,053XX W CHICAGO AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,1524,15.0,37.0,25.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802633,JA101922,01/02/2017 06:25:00 PM,059XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,713,7.0,16.0,67.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
10802635,JA102009,01/02/2017 11:30:00 AM,089XX S MUSKEGON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,423,4.0,10.0,46.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802637,JA101988,01/02/2017 05:10:00 PM,019XX N LAWNDALE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,False,False,2535,25.0,26.0,22.0,11,,,2017,01/09/2017 03:46:53 PM,,,
10802638,JA101956,01/02/2017 06:04:00 PM,036XX W DOUGLAS BLVD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,1011,10.0,24.0,29.0,26,,,2017,01/09/2017 03:46:53 PM,,,
10802639,JA101820,01/02/2017 03:00:00 PM,026XX S SPAULDING AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,1032,10.0,22.0,30.0,06,,,2017,01/09/2017 03:46:53 PM,,,
10802640,JA101654,01/02/2017 02:15:00 PM,067XX S ASHLAND AVE,031A,ROBBERY,ARMED: HANDGUN,GAS STATION,False,False,725,7.0,15.0,67.0,03,,,2017,01/09/2017 03:46:53 PM,,,
